,x_a,x_b,y_a,y_b,Gmix,Hull_Gmix
384,0.624975,0.375025,0.375025,0.624975,-0.5320251962284921,-8.127763263218993
385,0.624975,0.375025,0.4166833333333333,0.5833166666666666,-0.7928538947592436,-8.251256817927345
386,0.624975,0.375025,0.45834166666666665,0.5416583333333334,-1.0037852914623429,-8.324853070808054
387,0.624975,0.375025,0.5,0.5,-1.168068809472718,-8.351801444996035
388,0.624975,0.375025,0.5416583333333334,0.45834166666666665,-1.2867571931958395,-8.333154684896767
389,0.624975,0.375025,0.5833166666666666,0.4166833333333333,-1.3587976982262404,-8.267860046104788
390,0.624975,0.375025,0.624975,0.375025,-1.380940901428989,-8.15266810548514
391,0.624975,0.375025,0.6666333333333333,0.33336666666666664,-1.3474465353840266,-7.981838595617793
392,0.624975,0.375025,0.7082916666666667,0.2917083333333333,-1.2495153394146001,-7.746572255825973
393,0.624975,0.375025,0.74995,0.25005,-1.0742906492666826,-7.434012421855659
394,0.624975,0.375025,0.7916083333333332,0.20839166666666664,-0.8030969067263101,-7.025483535492903
395,0.624975,0.375025,0.8332666666666666,0.16673333333333332,-0.40815746745751014,-6.4932089524017105
396,0.624975,0.375025,0.874925,0.125075,0.15416673586568663,-5.79354960525612
397,0.624975,0.375025,0.9165833333333333,0.08341666666666667,0.9598147908392889,-4.850566406460134
398,0.624975,0.375025,0.9582416666666667,0.041758333333333335,2.1711160754088716,-3.5019299780681705
399,0.624975,0.375025,0.9999,0.0001,4.5478032943298246,-0.98790761532482
400,0.6666333333333333,0.33336666666666664,0.0001,0.9999,6.569404213473021,-0.8693472682129926
401,0.6666333333333333,0.33336666666666664,0.041758333333333335,0.9582416666666667,3.9254751174835683,-3.3931081133578536
402,0.6666333333333333,0.33336666666666664,0.08341666666666667,0.9165833333333333,2.4469319558455,-4.751483024151327
403,0.6666333333333333,0.33336666666666664,0.125075,0.874925,1.3740420238034226,-5.704204705348819
404,0.6666333333333333,0.33336666666666664,0.16673333333333332,0.8332666666666666,0.544475943411733,-6.413602534895928
405,0.6666333333333333,0.33336666666666664,0.20839166666666664,0.7916083333333332,-0.11770537292557393,-6.9556156003886205
406,0.6666333333333333,0.33336666666666664,0.25005,0.74995,-0.6561409925344215,-7.373882969152892
407,0.6666333333333333,0.33336666666666664,0.2917083333333333,0.7082916666666667,-1.0986075597508353,-7.696181285524702
408,0.6666333333333333,0.33336666666666664,0.33336666666666664,0.6666333333333333,-1.463780632788744,-7.941186107718039
409,0.6666333333333333,0.33336666666666664,0.375025,0.624975,-1.7645168759022027,-8.1217540999869
410,0.6666333333333333,0.33336666666666664,0.4166833333333333,0.5833166666666666,-2.0096155497679327,-8.246684523008039
411,0.6666333333333333,0.33336666666666664,0.45834166666666665,0.5416583333333334,-2.204816921806035,-8.321717644201538
412,0.6666333333333333,0.33336666666666664,0.5,0.5,-2.3533704151513923,-8.350102886702308
413,0.6666333333333333,0.33336666666666664,0.5416583333333334,0.45834166666666665,-2.45632877420951,-8.33289299491583
414,0.6666333333333333,0.33336666666666664,0.5833166666666666,0.4166833333333333,-2.5126392545748963,-8.26903522443664
415,0.6666333333333333,0.33336666666666664,0.624975,0.375025,-2.5190524331126376,-8.155280152129782
416,0.6666333333333333,0.33336666666666664,0.6666333333333333,0.33336666666666664,-2.4698280424026677,-7.985887510575223
417,0.6666333333333333,0.33336666666666664,0.7082916666666667,0.2917083333333333,-2.356166821768227,-7.752058039096193
418,0.6666333333333333,0.33336666666666664,0.74995,0.25005,-2.165212106955302,-7.440935073438666
419,0.6666333333333333,0.33336666666666664,0.7916083333333332,0.20839166666666664,-1.878288339749922,-7.033843055388699
420,0.6666333333333333,0.33336666666666664,0.8332666666666666,0.16673333333333332,-1.467618875816104,-6.503005340610296
421,0.6666333333333333,0.33336666666666664,0.874925,0.125075,-0.8895646478278891,-5.804782861777496
422,0.6666333333333333,0.33336666666666664,0.9165833333333333,0.08341666666666667,-0.06818656818930435,-4.863236531294298
423,0.6666333333333333,0.33336666666666664,0.9582416666666667,0.041758333333333335,1.1588447410453,-3.5160369712151245
424,0.6666333333333333,0.33336666666666664,0.9999,0.0001,3.5512619846312568,-1.0034514767845624
425,0.7082916666666667,0.2917083333333333,0.0001,0.9999,5.225070807016454,-0.8504062901657985
426,0.7082916666666667,0.2917083333333333,0.041758333333333335,0.9582416666666667,2.596871735692023,-3.3756040036234487
427,0.7082916666666667,0.2917083333333333,0.08341666666666667,0.9165833333333333,1.1340585987189513,-4.735415782729712
428,0.7082916666666667,0.2917083333333333,0.125075,0.874925,0.07689869134188854,-5.689574332239993
429,0.7082916666666667,0.2917083333333333,0.16673333333333332,0.8332666666666666,-0.7369373643848078,-6.40040903009989
430,0.7082916666666667,0.2917083333333333,0.20839166666666664,0.7916083333333332,-1.383388656057079,-6.943858963905372
431,0.7082916666666667,0.2917083333333333,0.25005,0.74995,-1.9060942510009262,-7.363563200982433
432,0.7082916666666667,0.2917083333333333,0.2917083333333333,0.7082916666666667,-2.3328307935523256,-7.687298385667031
433,0.7082916666666667,0.2917083333333333,0.33336666666666664,0.6666333333333333,-2.6822738419252303,-7.933740076173159
434,0.7082916666666667,0.2917083333333333,0.375025,0.624975,-2.9672800603736746,-8.115744936754808
435,0.7082916666666667,0.2917083333333333,0.4166833333333333,0.5833166666666666,-3.1966487095744043,-8.242112228088736
436,0.7082916666666667,0.2917083333333333,0.45834166666666665,0.5416583333333334,-3.3761200569474816,-8.318582217595026
437,0.7082916666666667,0.2917083333333333,0.5,0.5,-3.508943525627835,-8.34840432840858
438,0.7082916666666667,0.2917083333333333,0.5416583333333334,0.45834166666666665,-3.5961718600209416,-8.332631304934894
439,0.7082916666666667,0.2917083333333333,0.5833166666666666,0.4166833333333333,-3.6367523157213206,-8.270210402768495
440,0.7082916666666667,0.2917083333333333,0.624975,0.375025,-3.6274354695940545,-8.157892198774423
441,0.7082916666666667,0.2917083333333333,0.6666333333333333,0.33336666666666664,-3.5624810542190666,-7.989936425532653
442,0.7082916666666667,0.2917083333333333,0.7082916666666667,0.2917083333333333,-3.433089808919622,-7.7575438223664115
443,0.7082916666666667,0.2917083333333333,0.74995,0.25005,-3.226405069441679,-7.4478577250216755
444,0.7082916666666667,0.2917083333333333,0.7916083333333332,0.20839166666666664,-2.923751277571295,-7.042202575284496
445,0.7082916666666667,0.2917083333333333,0.8332666666666666,0.16673333333333332,-2.4973517889724697,-6.512801728818883
446,0.7082916666666667,0.2917083333333333,0.874925,0.125075,-1.9035675363192546,-5.816016118298872
447,0.7082916666666667,0.2917083333333333,0.9165833333333333,0.08341666666666667,-1.0664594320156375,-4.875906656128462
448,0.7082916666666667,0.2917083333333333,0.9582416666666667,0.041758333333333335,0.17630190188396,-3.5301439643620784
449,0.7082916666666667,0.2917083333333333,0.9999,0.0001,2.5844491701349384,-1.0189953382443047
450,0.74995,0.25005,0.0001,0.9999,3.923322560016162,-0.8314653121186045
451,0.74995,0.25005,0.041758333333333335,0.9582416666666667,1.3108535133567365,-3.358099893889044
452,0.74995,0.25005,0.08341666666666667,0.9165833333333333,-0.13622959895130649,-4.719348541308096
453,0.74995,0.25005,0.125075,0.874925,-1.1776594816633654,-5.674943959131166
454,0.74995,0.25005,0.16673333333333332,0.8332666666666666,-1.9757655127250437,-6.387215525303852
455,0.74995,0.25005,0.20839166666666664,0.7916083333333332,-2.606486779732311,-6.932102327422122
456,0.74995,0.25005,0.25005,0.74995,-3.1134623500111474,-7.353243432811974
457,0.74995,0.25005,0.2917083333333333,0.7082916666666667,-3.5244688678975358,-7.678415485809358
458,0.74995,0.25005,0.33336666666666664,0.6666333333333333,-3.8581818916054367,-7.926294044628277
459,0.74995,0.25005,0.375025,0.624975,-4.127458085388877,-8.109735773522715
460,0.74995,0.25005,0.4166833333333333,0.5833166666666666,-4.341096709924592,-8.237539933169431
461,0.74995,0.25005,0.45834166666666665,0.5416583333333334,-4.504838032632659,-8.31544679098851
462,0.74995,0.25005,0.5,0.5,-4.621931476648005,-8.346705770114855
463,0.74995,0.25005,0.5416583333333334,0.45834166666666665,-4.693429786376097,-8.332369614953958
464,0.74995,0.25005,0.5833166666666666,0.4166833333333333,-4.7182802174114755,-8.271385581100345
465,0.74995,0.25005,0.624975,0.375025,-4.693233346619191,-8.160504245419064
