,means,stds,Initial_Entropy,iteration
0,0.09844155844155845,0.18154267933486629,47.65217571471567,0
1,0.09640692640692643,0.1769207241563508,44.31559499741142,1
2,0.08978354978354977,0.17429498279667052,43.68091068579858,2
3,0.09675324675324676,0.17369008743201947,46.12013389436427,3
4,0.09324675324675324,0.16867018632090217,43.44156613293029,4
5,0.09437229437229436,0.1697449574343507,45.70357080268961,5
6,0.09186147186147187,0.16909358006326808,43.162472071783135,6
7,0.09359307359307358,0.17229439404816152,42.49062740135954,7
8,0.08714285714285716,0.17205297540316902,45.087833309415416,8
9,0.09627705627705628,0.17630648084478145,42.596702639003865,9
10,0.09714285714285714,0.17714320625576546,44.94686486047962,10
11,0.09194805194805196,0.17322536651550258,45.0055044839836,11
12,0.09186147186147187,0.1703383387294935,43.08413176269782,12
13,0.09047619047619047,0.18665716911963473,41.225046195107765,13
14,0.0886147186147186,0.18392494128254228,37.79384613390475,14
15,0.08696969696969697,0.18805542597215988,35.71212086812784,15
16,0.08051948051948053,0.16595959533225857,34.444037386940686,16
17,0.07653679653679654,0.1608719401062452,34.68988782429187,17
18,0.07476190476190477,0.15963380584533546,33.865557721651264,18
19,0.07688311688311687,0.16847875306530757,31.58700351629233,19
20,0.07567099567099565,0.16331351141764955,32.340328485753425,20
21,0.07467532467532467,0.1621280378174596,31.52080471429045,21
22,0.07012987012987013,0.15280205490187038,30.373390230766933,22
23,0.06696969696969697,0.15011508987196281,30.26902463431496,23
24,0.06913419913419913,0.15125774052429336,30.441772088508905,24
25,0.06904761904761904,0.15120569511295137,29.71626679726743,25
26,0.06818181818181818,0.1539921339931334,30.63302570383454,26
27,0.07134199134199135,0.16031737978990682,29.30111112317551,27
28,0.06922077922077922,0.1594967700450516,29.33970867232521,28
29,0.06471861471861472,0.1537349818091095,29.001291347557594,29
30,0.06948051948051949,0.15992067381949607,27.907528887354555,30
31,0.06584415584415584,0.15381737624991726,26.735618626123596,31
32,0.06363636363636363,0.15367286126078203,26.78109983628494,32
33,0.0629004329004329,0.15390665510191912,25.283145323419223,33
34,0.06567099567099567,0.15951320692884,25.664891374510113,34
35,0.05904761904761905,0.15431724331791363,24.85273538871656,35
36,0.059956709956709965,0.15008366450443691,22.76811284899926,36
37,0.057272727272727274,0.14918511436167967,23.942565355715665,37
38,0.0577922077922078,0.14783537740926686,23.90805990611755,38
39,0.047878787878787875,0.1382334527967953,23.223561052318505,39
40,0.050173160173160175,0.1461836755087633,19.767029426293767,40
41,0.044458874458874455,0.14135870309508536,18.467657912471125,41
42,0.044372294372294376,0.1435252512993331,16.111254264502115,42
43,0.04428571428571429,0.14200873613235812,15.681713830518216,43
44,0.04415584415584415,0.14407805709097382,15.839470647684092,44
45,0.04277056277056277,0.14109692164590865,16.00435675171792,45
46,0.03662337662337663,0.11685574475069296,15.923313009464866,46
47,0.03735930735930736,0.12136113289630758,16.845150570711954,47
48,0.038225108225108224,0.12355086048730211,15.09851708122588,48
49,0.03645021645021645,0.1167876153052957,16.295692971903172,49
50,0.03770562770562771,0.12055578333176661,14.386972237401412,50
51,0.03554112554112554,0.11943784920970983,15.759870613228877,51
52,0.034112554112554115,0.11419951163254978,15.512369770047254,52
53,0.03424242424242424,0.11757731957725322,15.61656002938739,53
54,0.03406926406926407,0.11731806199397081,15.34666426611656,54
55,0.03142857142857143,0.10566279312198847,14.366722423875984,55
56,0.02961038961038961,0.09939350573837853,13.230675729280854,56
57,0.030043290043290042,0.1000540885561138,13.224584369932224,57
58,0.029913419913419913,0.10337169239981947,13.039805701720113,58
59,0.029913419913419913,0.1064092863749792,13.158890541310289,59
60,0.025930735930735933,0.09255336337820781,13.118933374058365,60
61,0.02147186147186147,0.07836808385771973,12.36994467497163,61
62,0.021861471861471863,0.08436417571035805,10.053285219771926,62
63,0.022554112554112556,0.0857458510246145,10.667004194171593,63
64,0.021385281385281386,0.08302601454195961,10.68418205059226,64
65,0.023593073593073593,0.09198432364365534,11.03252855844913,65
66,0.02359307359307359,0.09618069549442403,10.38116098093711,66
67,0.02497835497835498,0.10134538458844825,10.58710859481263,67
68,0.023246753246753245,0.09220401187299775,10.873546221037945,68
69,0.0225974025974026,0.08594374376777288,10.696304831549016,69
70,0.02277056277056277,0.08960294425016406,10.283192779109642,70
71,0.022554112554112556,0.08990117406244211,10.188622525985771,71
72,0.020043290043290047,0.08024582272845167,9.705226228665175,72
73,0.019783549783549785,0.07943221612688146,9.363202974515337,73
74,0.019523809523809523,0.07946922459804677,9.833033464268205,74
75,0.01774891774891775,0.07110839957537173,9.651258995319155,75
76,0.018354978354978357,0.07251137817193569,8.765002936359721,76
77,0.016666666666666666,0.07054314124232615,8.88741858260741,77
78,0.01692640692640693,0.06939808463609846,8.087522118311202,78
79,0.014935064935064937,0.06899946752959822,7.841508864801662,79
80,0.014502164502164504,0.0650713144891119,7.2978678542578,80
81,0.013203463203463203,0.05741281503286147,7.619700581814242,81
82,0.017402597402597406,0.07622709175262443,7.087064526426003,82
83,0.015108225108225105,0.06775216788187603,7.351919625437776,83
84,0.015714285714285715,0.07027642214999338,8.302926272628454,84
85,0.01666666666666667,0.0754132434467401,7.835624716835128,85
86,0.01523809523809524,0.06865314995664282,7.229981474037951,86
87,0.015324675324675326,0.07022384276317448,7.492380011431639,87
88,0.014978354978354976,0.06901831401897018,7.684546416560637,88
89,0.014935064935064937,0.06517953978676105,7.101219749376924,89
90,0.013333333333333334,0.06173302852579655,7.629283558552885,90
91,0.013766233766233765,0.0597405420659619,7.308573464157906,91
92,0.014155844155844156,0.06460034945593195,7.724119122085085,92
93,0.014285714285714287,0.0658693821908486,7.424679196299156,93
94,0.014372294372294371,0.06311824890594087,7.063067540312218,94
95,0.014588744588744589,0.06723789679258721,7.60739255490523,95
96,0.014242424242424242,0.06099614721501211,7.553656466119184,96
97,0.012987012987012988,0.059762841581829894,7.161115751642482,97
98,0.013073593073593076,0.059227266043047934,7.049929320168717,98
99,0.01393939393939394,0.06906660163280477,6.334972448211248,99
100,0.014069264069264068,0.07119192071283847,5.900515989535474,100
101,0.010865800865800865,0.05706481618303554,5.667257612933928,101
102,0.012207792207792209,0.06768190259797295,5.350957518203367,102
103,0.011861471861471863,0.06458993418353685,5.520548572795853,103
104,0.012034632034632035,0.06539072451479819,5.726367440317118,104
105,0.011688311688311689,0.06149795190485286,5.696856842759815,105
106,0.01277056277056277,0.06809805890740217,5.667562810246861,106
107,0.011818181818181818,0.06286921639976269,5.606036338644435,107
108,0.01077922077922078,0.057293190678248264,5.756726290018639,108
109,0.012207792207792209,0.062202504994519195,5.696282153962967,109
110,0.011861471861471863,0.06499082742804307,5.278704108696912,110
111,0.013073593073593074,0.06949781985797755,5.671017637182808,111
112,0.010086580086580086,0.056972624564575344,5.927372055463039,112
113,0.011428571428571427,0.0637985388231411,5.058512216062383,113
114,0.01064935064935065,0.06535956483965112,5.077031655421309,114
115,0.010432900432900433,0.059016349262997266,4.6448141051824425,115
116,0.010303030303030302,0.06121705007801742,4.852790582630375,116
117,0.01038961038961039,0.06399624363519553,4.955166838181892,117
118,0.010129870129870131,0.0604920696707984,4.508361797032644,118
119,0.009696969696969695,0.05773048246408372,4.66371317761292,119
120,0.010043290043290045,0.06101236717652393,4.837790904010035,120
121,0.011212121212121211,0.06309000668874039,4.795382109545279,121
122,0.009437229437229439,0.059406401327894855,4.648931003561094,122
123,0.010562770562770562,0.06575656403383699,4.655593372270586,123
124,0.009913419913419914,0.06349142725642132,4.283423490027157,124
125,0.009653679653679656,0.062181562612115104,4.376321079255806,125
126,0.010000000000000002,0.05916445639429894,3.7977928658408997,126
127,0.01012987012987013,0.0672494903791857,4.102440890651456,127
128,0.009783549783549783,0.06296735832349062,3.92141929418261,128
129,0.008831168831168832,0.055789664343421023,3.791246059565384,129
130,0.008831168831168832,0.05667498343289287,4.351258101836221,130
131,0.008701298701298701,0.056637771711646294,3.882718424521235,131
132,0.0059307359307359305,0.04622432090557253,4.327915676290661,132
133,0.005627705627705628,0.04343896462834501,2.8322941089319476,133
134,0.005757575757575758,0.04676747418604191,2.456981770034597,134
135,0.005238095238095238,0.04197308479792894,2.7204588857824072,135
136,0.00632034632034632,0.04876715124520504,2.503960886071578,136
137,0.00619047619047619,0.04861936349541867,2.5057099265820533,137
138,0.005454545454545456,0.04342118663781326,2.618594356406378,138
139,0.0038961038961038957,0.035741587360824605,2.5624952096070612,139
140,0.004848484848484849,0.0405252151194152,2.17256163261794,140
141,0.004112554112554113,0.03707912877140193,2.2387947839356017,141
142,0.004242424242424242,0.035750604647350887,2.188161802462636,142
143,0.0033766233766233766,0.033546906733244085,1.9428351664715753,143
144,0.004978354978354978,0.04251686152783411,2.2438083936636857,144
145,0.003766233766233766,0.031377010404424754,2.161189118337144,145
146,0.004632034632034632,0.043491737929802765,2.284474134601102,146
147,0.0048917748917748916,0.040095788681729805,1.9127368193821863,147
148,0.004372294372294372,0.0385272143475908,2.2050382664367696,148
149,0.004848484848484849,0.04130813872040402,2.325199074302186,149
150,0.004588744588744589,0.037482228443267526,2.1143729524945747,150
151,0.004242424242424242,0.042986075679784456,2.4358624697358824,151
152,0.004112554112554114,0.03788756855556011,2.09659786845733,152
153,0.0038961038961038957,0.03678023575775626,2.4397090217342177,153
154,0.004242424242424243,0.03671832788650727,2.1319224767579015,154
155,0.0050216450216450225,0.045172823102806556,2.2192659175132308,155
156,0.00406926406926407,0.0376228085337768,2.4974896830797144,156
157,0.004415584415584416,0.038415370745405325,2.2055717197969313,157
158,0.004891774891774892,0.04562088714177975,2.2597658034732473,158
159,0.004718614718614719,0.045629635977797116,2.0241061533599725,159
160,0.0049350649350649355,0.040041862616420835,2.0651535811629387,160
161,0.0048051948051948045,0.04376077399886075,2.290032653440506,161
162,0.004588744588744589,0.04058745731747107,2.0268141623701577,162
163,0.005151515151515153,0.0424860403338019,2.0893455039340827,163
164,0.004632034632034632,0.040513143767648974,2.3067468514867095,164
165,0.004155844155844157,0.038981091520747246,1.9701686202085456,165
166,0.004761904761904762,0.04364168867391907,2.248803914292953,166
167,0.004978354978354978,0.04451639572340729,2.2039943506064774,167
168,0.005627705627705627,0.05174379033718732,2.3225131008820723,168
169,0.005151515151515151,0.04635500584584566,1.900652215127935,169
