,means,stds,iteration
0,0.16916403803297753,0.21965836483739054,0
1,0.18847407626017415,0.19767879368012778,1
2,0.15132143073351662,0.19902390857140143,2
3,0.1554929697853796,0.21197151256755137,3
4,0.1955987406165759,0.2166936651811296,4
5,0.23299298862882828,0.23839276679010768,5
6,0.23299298862882828,0.23839276679010768,6
7,0.23299298862882828,0.23839276679010768,7
8,0.23299298862882828,0.23839276679010768,8
9,0.24761123959065723,0.2502360950288849,9
