,means,stds,iteration
0,2.2942874072666104,0.6944630950846685,0
1,2.2942165780077444,0.6946379426222898,1
2,2.294216753486947,0.6946379224248942,2
3,2.2942167482481377,0.6946379198464488,3
4,2.2942167443646397,0.6946379179350611,4
